4028	2015-12-10	61394	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9	0.9	61388	toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.0	1.0.0
4028	2015-12-10	61394	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9	0.9	61389	toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.0	1.0.0
4028	2015-12-10	61398	toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0	2	61394	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9	0.9
4028	2015-12-10	61402	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.5.11.0	1.5.11.0	61399	toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0	2
4035	2015-12-10	61447	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzztran39/5.0.0	5.0.0	61448		
4035	2015-12-10	61445	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzztran39/5.0.0	5.0.0	61448		
4045	2015-12-11	61528	get_subontology_from	1.22	61525		
4045	2015-12-11	61527	get_subontology_from	1.22	61525		
4045	2015-12-11	61530	term_id_vs_term_def	1.22	61527	get_subontology_from	1.22
4045	2015-12-11	61535	toolshed.g2.bx.psu.edu/repos/agordon/datamash_wrapper/DatamashOps/1.0.6	1.0.6	61533	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4049	2015-12-11	61584	Cut1	1.0.2	61585	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4049	2015-12-11	61588	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0	1.0.0	61589	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4049	2015-12-11	61589	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	61591	Cut1	1.0.2
4054	2015-12-11	61667	comp1	1.0.2	61662	term_id_vs_term_def	1.22
4054	2015-12-11	61669	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	61668	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4054	2015-12-11	61663	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	61673		
4054	2015-12-11	61665	get_subontology_from	1.22	61675		
4055	2015-12-11	61677	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	61676		
4055	2015-12-11	61679	random_lines1	2.0.1	61677	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4055	2015-12-11	61680	cat1	1.0.0	61679	random_lines1	2.0.1
4056	2015-12-11	61697	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/0.0.1	0.0.1	61696	Cut1	1.0.2
4056	2015-12-11	61698	Grouping1	2.1.0	61697	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/0.0.1	0.0.1
4056	2015-12-11	61684	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper/0.1.04	0.1.04	61700		
4060	2015-12-12	61706	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	61704		
4073	2015-12-18	61917	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	61914	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4073	2015-12-18	61916	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0	61914	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4073	2015-12-18	61918	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	61915	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4073	2015-12-18	61919	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0	61916	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0
4073	2015-12-18	61929	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	61918	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4073	2015-12-18	61920	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	61919	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0
4073	2015-12-18	61922	toolshed.g2.bx.psu.edu/repos/agordon/datamash_wrapper/DatamashOps/1.0.6	1.0.6	61921	Filter1	1.1.0
4073	2015-12-18	61924	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0	61923	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4073	2015-12-18	61925	toolshed.g2.bx.psu.edu/repos/rnateam/blockbuster/blockbuster/0.1	0.1	61924	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0
4073	2015-12-18	61929	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	61927	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4073	2015-12-18	61934	comp1	1.0.2	61933	Filter1	1.1.0
4074	2015-12-14	61941	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_no_split/2.5		61937		
4074	2015-12-14	61947	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/convert_bc_to_binary_RY.py/0.1.0		61946	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/extract_bcs.py/1.0.0	
4074	2015-12-14	61948	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_split_RYYR_bcs/2.5		61947	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/convert_bc_to_binary_RY.py/0.1.0	
4074	2015-12-14	61950	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar/2.5		61948	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_split_RYYR_bcs/2.5	
4074	2015-12-14	61949	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar/2.5		61948	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_split_RYYR_bcs/2.5	
4076	2015-12-14	61975	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	61967		
4076	2015-12-14	61975	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	61971	Grep1	1.0.1
4076	2015-12-14	61977	term_id_vs_term_def	1.22	61973	get_subontology_from	1.22
4076	2015-12-14	61979	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	61975	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4076	2015-12-14	61982	toolshed.g2.bx.psu.edu/repos/agordon/datamash_wrapper/DatamashOps/1.0.6	1.0.6	61979	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4084	2015-12-17	62084	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	62075	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4084	2015-12-17	62082	comp1	1.0.2	62080	term_id_vs_term_def	1.22
4084	2015-12-17	62082	comp1	1.0.2	62081	term_id_vs_term_def	1.22
4084	2015-12-17	62079	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	62086		
4084	2015-12-17	62075	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	62087		
4084	2015-12-17	62076	Grep1	1.0.1	62088		
4084	2015-12-17	62078	get_subontology_from	1.22	62089		
4085	2015-12-16	62096	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	62094	Cut1	1.0.2
4085	2015-12-16	62099	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0	62098	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0
4086	2015-12-17	62106	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	62104	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4086	2015-12-17	62107	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	62105	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4086	2015-12-17	62108	Cut1	1.0.2	62106	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4086	2015-12-17	62109	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	62107	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4086	2015-12-17	62113	Grouping1	2.1.0	62112	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/0.0.1	0.0.1
4086	2015-12-17	62100	Filter1	1.1.0	62114		
4087	2015-12-17	62120	flexbar_no_split/2.5		62117		
4087	2015-12-17	62120	flexbar_no_split/2.5		62118		
4087	2015-12-17	62123	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/extract_bcs.py/1.0.0		62121	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/remove_tail.py/0.1.0	
4087	2015-12-17	62126	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/convert_bc_to_binary_RY.py/0.1.0		62125	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/extract_bcs.py/1.0.0	
4087	2015-12-17	62127	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_split_RYYR_bcs/2.5		62126	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/convert_bc_to_binary_RY.py/0.1.0	
4087	2015-12-17	62129	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar/2.5		62127	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_split_RYYR_bcs/2.5	
4089	2015-12-17	62147	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar/2.5		62138		
4089	2015-12-17	62146	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_split_RYYR_bcs/2.5		62145	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/convert_bc_to_binary_RY.py/0.1.0	
4090	2015-12-17	62155	remove_tail.py	0.1.0	62153	flexbar_no_split	2.5
4090	2015-12-17	62156	extract_bcs.py	1.0.0	62154	remove_tail.py	0.1.0
4090	2015-12-17	62161	flexbar	2.5	62160	flexbar_split_RYYR_bcs	2.5
4090	2015-12-17	62161	flexbar	2.5	62160	flexbar_split_RYYR_bcs	2.5
4091	2015-12-18	62167	flexbar_no_split	2.5	62164		
4091	2015-12-18	62171	extract_bcs.py	1.0.0	62169	remove_tail.py	0.1.0
4107	2016-01-27	62370	term_id_vs_term_name	1.22	62364	get_subontology_from	1.22
4107	2016-01-27	62378	comp1	1.0.2	62367	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4107	2016-01-27	62374	comp1	1.0.2	62370	term_id_vs_term_name	1.22
4107	2016-01-27	62377	toolshed.g2.bx.psu.edu/repos/bgruening/unique/bg_uniq/0.3	0.3	62378	comp1	1.0.2
4107	2016-01-27	62366	get_subontology_from	1.22	62380		
4109	2016-02-15	62414	comp1	1.0.2	62410	term_id_vs_term_name	1.22
4109	2016-02-15	62415	comp1	1.0.2	62412	term_id_vs_term_name	1.22
4109	2016-02-15	62403	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	62420		
4109	2016-02-15	62404	Grep1	1.0.1	62422		
4109	2016-02-15	62407	get_subontology_from	1.22	62423		
4109	2016-02-15	62405	get_subontology_from	1.22	62423		
4110	2015-12-18	62425	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/remove_tail.py/0.1.0		62424	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_no_split/2.5	
4110	2015-12-18	62431	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/flexbar_split_RYYR_bcs/2.5		62427	testtoolshed.g2.bx.psu.edu/repos/rnateam/bctools/extract_bcs.py/1.0.0	
4111	2015-12-18	62439	remove_tail.py/0.1.0		62438	flexbar_no_split	2.5
4111	2015-12-18	62442	extract_bcs.py	1.0.0	62440	remove_tail.py	0.1.0
4111	2015-12-18	62444	convert_bc_to_binary_RY.py	0.1.0	62443	extract_bcs.py/1.0.0	
4111	2015-12-18	62438	flexbar_no_split	2.5	62448		
4112	2015-12-18	62454	remove_tail.py	0.1.0	62452	flexbar_no_split	2.5
4112	2015-12-18	62459	flexbar_split_RYYR_bcs	2.5	62455	extract_bcs.py	1.0.0
4112	2015-12-18	62459	flexbar_split_RYYR_bcs	2.5	62457	extract_bcs.py	1.0.0
4112	2015-12-18	62461	flexbardsc/2.5		62459	flexbar_split_RYYR_bcs	2.5
4112	2015-12-18	62452	flexbar_no_split	2.5	62464		
4113	2015-12-18	62468	remove_tail.py	0.1.0	62466	flexbar_no_split	2.5
4113	2015-12-18	62467	remove_tail.py	0.1.0	62466	flexbar_no_split	2.5
4113	2015-12-18	62470	extract_bcs.py	1.0.0	62468	remove_tail.py	0.1.0
4113	2015-12-18	62473	flexbar_split_RYYR_bcs	2.5	62469	extract_bcs.py	1.0.0
4113	2015-12-18	62472	convert_bc_to_binary_RY.py	0.1.0	62471	extract_bcs.py	1.0.0
4113	2015-12-18	62473	flexbar_split_RYYR_bcs	2.5	62472	convert_bc_to_binary_RY.py	0.1.0
4113	2015-12-18	62475	flexbardsc	2.5	62473	flexbar_split_RYYR_bcs	2.5
4113	2015-12-18	62474	flexbardsc	2.5	62473	flexbar_split_RYYR_bcs	2.5
4113	2015-12-18	62466	flexbar_no_split	2.5	62478		
4113	2015-12-18	62475	flexbardsc	2.5	62479		
4113	2015-12-18	62474	flexbardsc	2.5	62479		
4115	2015-12-18	62495	remove_tail.py	0.1.0	62494	flexbar_no_split	2.5
4115	2015-12-18	62501	flexbar_split_RYYR_bcs	2.5	62497	extract_bcs.py	1.0.0
4116	2015-12-18	62514	flexbar_split_RYYR_bcs	2.5	62510	extract_bcs.py	1.0.0
4116	2015-12-18	62512	extract_bcs.py	1.0.0	62511	extract_bcs.py	1.0.0
4116	2015-12-18	62514	flexbar_split_RYYR_bcs	2.5	62512	extract_bcs.py	1.0.0
4116	2015-12-18	62515	flexbardsc	2.5	62514	flexbar_split_RYYR_bcs	2.5
4116	2015-12-18	62507	flexbar_no_split	2.5	62516		
4117	2015-12-18	62527	flexbar_split_RYYR_bcs	2.5	62526	convert_bc_to_binary_RY.py	0.1.0
4117	2015-12-18	62528	flexbardsc	2.5	62527	flexbar_split_RYYR_bcs	2.5
4120	2015-12-18	62583	extract_bcs.py	1.0.0	62581	remove_tail.py	0.1.0
4120	2015-12-18	62585	extract_bcs.py	1.0.0	62584	extract_bcs.py	1.0.0
4120	2015-12-18	62587	flexbar_split_RYYR_bcs	2.5	62585	extract_bcs.py	1.0.0
4120	2015-12-18	62587	flexbar_split_RYYR_bcs	2.5	62586	convert_bc_to_binary_RY.py	0.1.0
4120	2015-12-18	62589	flexbardsc	2.5	62587	flexbar_split_RYYR_bcs	2.5
4120	2015-12-18	62580	flexbar_no_split	2.5	62590		
4122	2016-01-14	62610	remove_tail.py	0.1.0	62608	flexbar_no_split	2.5
4122	2016-01-14	62609	remove_tail.py	0.1.0	62608	flexbar_no_split	2.5
4122	2016-01-14	62615	flexbar_split_RYYR_bcs	2.5	62611	extract_bcs.py	1.0.0
4122	2016-01-14	62617	flexbardsc	2.5	62615	flexbar_split_RYYR_bcs	2.5
4122	2016-01-14	62608	flexbar_no_split	2.5	62618		
4125	2015-12-21	62649	join1		62639		
4125	2015-12-21	62653	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0		62647		
4125	2015-12-21	62659	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0		62648		
4125	2015-12-21	62657	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0		62650	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	
4125	2015-12-21	62656	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0		62650	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	
4125	2015-12-21	62654	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0		62650	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	
4125	2015-12-21	62659	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0		62650	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	
4125	2015-12-21	62654	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0		62652	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	
4130	2015-12-21	62733	toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0	1.1.0	62732	toolshed.g2.bx.psu.edu/repos/iuc/pear/iuc_pear/0.9.6.0	0.9.6.0
4130	2015-12-21	62734	Filter1	1.1.0	62733	toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0	1.1.0
4130	2015-12-21	62737	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0	1.0.0	62736	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0
4130	2015-12-21	62738	toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.0	1.1.0	62737	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0	1.0.0
4135	2015-12-26	62838	Cut1	1.0.2	62837	mergeCols1	1.0.1
4135	2015-12-26	62834	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0	2.22.0	62840		
4153	2015-12-28	63016	cat1	1.0.0	63015	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4153	2015-12-28	63017	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	63016	cat1	1.0.0
4155	2015-12-28	63030	cat1	1.0.0	63029	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4159	2015-12-28	63052	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0	2.22.0	63051	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	2.22.0
4160	2015-12-30	63056	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	63054	Filter1	1.1.0
4161	2015-12-30	63065	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	63063	Filter1	1.1.0
4161	2015-12-30	63067	cat1	1.0.0	63066	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4161	2015-12-30	63068	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	63067	cat1	1.0.0
4161	2015-12-30	63069	Cut1	1.0.2	63068	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4161	2015-12-30	63071	Filter1	1.1.0	63070	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0
4162	2015-12-30	63073	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0	2.22.0	63072	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	2.22.0
4163	2016-01-02	63078	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.6		63075		
4163	2016-01-02	63082	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_mapping/seq_filter_by_mapping/0.0.4		63076		
4163	2016-01-02	63084	toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta/1.0.0		63082	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_mapping/seq_filter_by_mapping/0.0.4	
4163	2016-01-02	63100	Grouping1		63097	Filter1	
4164	2016-01-08	63103	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.6	0.6	63101		
4164	2016-01-08	63102	toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63	0.63	63101		
4176	2016-01-04	63423	Cut1	1.0.2	63422	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
4176	2016-01-04	63424	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	63423	Cut1	1.0.2
4176	2016-01-04	63425	toolshed.g2.bx.psu.edu/repos/devteam/merge_cols/mergeCols1/1.0.1	1.0.1	63424	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
4176	2016-01-04	63421	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0	2.22.0	63431		
4177	2016-01-05	63440	join1		63434		
4177	2016-01-05	63443	toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0		63436	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	
4177	2016-01-05	63446	addValue		63445	Cut1	
4177	2016-01-05	63448	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0		63447	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	
4187	2016-01-06	63625	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1	63624	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1
4191	2016-03-02	63772	term_id_vs_term_name	1.22	63764	get_subontology_from	1.22
4191	2016-03-02	63773	term_id_vs_term_name	1.22	63765	get_subontology_from	1.22
4191	2016-03-02	63779	comp1	1.0.2	63774	term_id_vs_term_name	1.22
4191	2016-03-02	63779	comp1	1.0.2	63775	term_id_vs_term_name	1.22
4191	2016-03-02	63783	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	63781	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4191	2016-03-02	63786	comp1	1.0.2	63783	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
4191	2016-03-02	63789	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0	1.0.0	63787	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/signalp3/0.0.14	0.0.14
4191	2016-03-02	63794	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	63793	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1
4191	2016-03-02	63760	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0	1.0.0	63797		
4191	2016-03-02	63762	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0	1.0.0	63799		
4191	2016-03-02	63767	get_subontology_from	1.22	63801		
4191	2016-03-02	63764	get_subontology_from	1.22	63801		
4200	2016-01-08	63878	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9	0.9	63877	toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.32.3	0.32.3
4200	2016-01-08	63877	toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.32.3	0.32.3	63880		
4202	2016-09-30	63903	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	63891		
4205	2016-01-08	63932	Filter1	1.1.0	63930	Filter1	1.1.0
4211	2016-01-14	63974	extract_aln_ends.py	0.2.0	63973	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4211	2016-01-14	63975	merge_pcr_duplicates.py	0.1.0	63974	extract_aln_ends.py	0.2.0
4211	2016-01-14	63976	rm_spurious_events.py	0.1.0	63975	merge_pcr_duplicates.py	0.1.0
4223	2016-01-14	64051	flexbar_no_split	2.5	64047		
4223	2016-01-14	64061	flexbardsc	2.5	64057	flexbar_split_RR_bcs	2.5
4223	2016-01-14	64060	flexbardsc	2.5	64058	extract_bcs.py	1.0.0
4227	2016-01-14	64115	remove_tail.py	0.1.0	64113	flexbar_no_split	2.5
4227	2016-01-14	64125	flexbardsc	2.5	64123	extract_bcs.py	1.0.0
4227	2016-01-14	64113	flexbar_no_split	2.5	64127		
4230	2016-01-14	64161	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0	1.0.0	64158		
4230	2016-01-14	64162	flexbar_no_split	2.5	64159	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0	1.0.0
4230	2016-01-14	64163	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64161	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0	1.0.0
4230	2016-01-14	64173	flexbardsc	2.5	64164	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4230	2016-01-14	64167	extract_bcs.py	1.0.0	64166	extract_bcs.py	1.0.0
4230	2016-01-14	64168	convert_bc_to_binary_RY.py	0.1.0	64167	extract_bcs.py	1.0.0
4230	2016-01-14	64173	flexbardsc	2.5	64169	flexbar_split_RR_bcs	2.5
4230	2016-01-14	64171	extract_bcs.py	1.0.0	64169	flexbar_split_RR_bcs	2.5
4230	2016-01-14	64170	extract_bcs.py	1.0.0	64169	flexbar_split_RR_bcs	2.5
4230	2016-01-14	64172	flexbardsc	2.5	64170	extract_bcs.py	1.0.0
